,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
4314,Flat,6500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
4318,House,33000000,Very High,DHA Defence,Karachi,3,1089.0,3,2019,7
4339,House,270000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
4340,House,65000000,Very High,DHA Defence,Karachi,6,3267.01,6,2019,7
4343,Flat,8500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
4345,House,110000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
4346,House,32000000,High,Gulistan-e-Jauhar,Karachi,7,2178.01,7,2019,7
4348,House,42500000,Very High,DHA Defence,Karachi,4,1306.8,4,2019,7
4349,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,1524.61,3,2019,7
4351,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,1524.61,3,2019,7
4352,Flat,21000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
4354,Flat,4500000,Low,Gulistan-e-Jauhar,Karachi,2,843.98,2,2019,7
4356,Flat,11000000,High,DHA Defence,Karachi,3,1143.45,2,2019,7
4360,Flat,22500000,Very High,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
4361,Flat,2800000,Low,Gulistan-e-Jauhar,Karachi,2,789.53,2,2019,7
4362,House,95000000,Very High,DHA Defence,Karachi,5,3267.01,5,2019,7
4363,House,34000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2613.61,3,2019,7
4364,Flat,17000000,Very High,DHA Defence,Karachi,3,1334.03,3,2019,7
4365,Flat,16500000,Very High,DHA Defence,Karachi,2,1089.0,2,2019,7
4368,House,150000000,Very High,Gulistan-e-Jauhar,Karachi,6,6534.02,16,2019,7
4371,House,112500000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
4372,Flat,3600000,Low,North Nazimabad,Karachi,2,789.53,2,2019,7
4390,Flat,4800000,Medium,North Nazimabad,Karachi,2,952.88,2,2019,7
4391,Flat,18000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1742.41,3,2019,7
4392,House,87600000,Very High,DHA Defence,Karachi,3,5445.02,5,2019,7
4393,House,85000000,Very High,DHA Defence,Karachi,3,5445.02,5,2019,7
4394,Flat,6500000,Medium,DHA Defence,Karachi,2,1143.45,2,2019,7
4395,Flat,7500000,Medium,DHA Defence,Karachi,2,1143.45,2,2019,7
4396,Flat,7500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
4398,House,120000000,Very High,DHA Defence,Karachi,6,6534.02,5,2019,7
4399,House,9000000,Low,Gulistan-e-Jauhar,Karachi,1,871.2,2,2019,7
4400,Flat,20000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
4401,Flat,5000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
4402,Flat,4200000,Low,North Karachi,Karachi,2,980.1,2,2019,7
4406,House,18500000,High,North Karachi,Karachi,2,1306.8,4,2019,7
4407,House,14500000,Medium,North Karachi,Karachi,2,1306.8,4,2019,7
4408,House,13500000,Medium,North Karachi,Karachi,2,1306.8,4,2019,7
4409,House,12000000,Medium,North Karachi,Karachi,2,1306.8,4,2019,7
4410,House,13500000,Medium,North Karachi,Karachi,2,1306.8,4,2019,7
4411,House,12500000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
4425,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,3,1279.58,3,2019,7
4426,House,15000000,Medium,Gulistan-e-Jauhar,Karachi,3,2613.61,3,2019,7
4428,House,107500000,Very High,DHA Defence,Karachi,3,5445.02,6,2019,7
4429,Flat,10000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4430,Flat,16000000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
4431,House,20000000,High,Gulistan-e-Jauhar,Karachi,3,1306.8,3,2019,7
4432,Flat,7300000,Medium,North Nazimabad,Karachi,2,816.75,2,2019,7
4433,Flat,17500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
4435,Flat,7800000,High,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
4436,Flat,4900000,Medium,Gulshan-e-Iqbal Town,Karachi,2,980.1,2,2019,7
4437,Flat,10000000,High,Gulistan-e-Jauhar,Karachi,2,1361.25,2,2019,7
4438,House,15000000,Medium,North Karachi,Karachi,6,1306.8,4,2019,7
4439,House,42500000,Very High,North Nazimabad,Karachi,6,2776.96,6,2019,7
4440,House,9000000,Low,Naya Nazimabad,Karachi,2,1306.8,2,2019,7
4441,Flat,8000000,High,Scheme 33,Karachi,2,1442.93,2,2019,7
4442,House,45000000,Very High,North Nazimabad,Karachi,6,4356.02,6,2019,7
4443,House,135000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
4444,Flat,10500000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
4445,House,160000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
4446,Flat,17500000,Very High,DHA Defence,Karachi,4,2423.03,4,2019,7
4448,Flat,9500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4449,House,9000000,Low,North Karachi,Karachi,3,871.2,2,2019,7
4450,House,9000000,Low,North Karachi,Karachi,3,871.2,2,2019,7
4451,Flat,22000000,Very High,Clifton,Karachi,4,2178.01,4,2019,7
4452,House,9000000,Low,North Karachi,Karachi,3,871.2,2,2019,7
4453,Flat,8800000,High,Gulshan-e-Iqbal Town,Karachi,2,1306.8,3,2019,7
4454,Flat,4800000,Medium,North Nazimabad,Karachi,1,980.1,2,2019,7
4455,Flat,6500000,Medium,North Nazimabad,Karachi,2,898.43,2,2019,7
4456,Flat,9000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4457,Flat,10500000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
4458,House,130000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
4459,Flat,8500000,High,Gulistan-e-Jauhar,Karachi,2,1524.61,2,2019,7
4460,House,67500000,Very High,DHA Defence,Karachi,4,3267.01,4,2019,7
4461,Flat,28000000,Very High,Clifton,Karachi,3,2831.41,3,2019,7
4462,House,10500000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
4463,House,300000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
4464,House,49000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2613.61,3,2019,7
4465,House,35000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
4508,Flat,20500000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
4509,Flat,20000000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
4510,Flat,5200000,Medium,DHA Defence,Karachi,2,1034.55,2,2019,7
4511,House,9000000,Low,Korangi,Karachi,3,871.2,2,2019,7
4512,Flat,5500000,Medium,Gadap Town,Karachi,2,1687.96,3,2019,7
4513,Flat,5500000,Medium,Gadap Town,Karachi,2,1687.96,3,2019,7
4514,House,10000000,Medium,Gadap Town,Karachi,2,1306.8,2,2019,7
4515,House,10000000,Medium,Gadap Town,Karachi,2,1306.8,2,2019,7
4516,House,27000000,High,Gadap Town,Karachi,3,2613.61,6,2019,7
4517,House,27100000,High,Gadap Town,Karachi,3,2613.61,6,2019,7
4518,House,27200000,High,Gadap Town,Karachi,3,2613.61,6,2019,7
4519,House,27000000,High,Gadap Town,Karachi,2,2613.61,6,2019,7
4520,House,27200000,High,Gadap Town,Karachi,2,2613.61,6,2019,7
4521,Flat,13000000,High,DHA Defence,Karachi,3,1442.93,3,2019,7
4522,Flat,15000000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
4523,Flat,16000000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
4524,Flat,18000000,Very High,DHA Defence,Karachi,3,1742.41,3,2019,7
4525,Flat,20000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
4526,Flat,17000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
4527,Flat,18000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
4528,Flat,9000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4529,Flat,10000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4530,Flat,11000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
4531,House,28000000,High,DHA Defence,Karachi,4,1306.8,4,2019,7
4532,House,110000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
4533,House,28000000,High,DHA Defence,Karachi,4,1306.8,4,2019,7
4534,House,38000000,Very High,DHA Defence,Karachi,4,1388.48,4,2019,7
4535,Flat,4800000,Medium,Gadap Town,Karachi,2,1034.55,2,2019,7
4536,House,26500000,High,Gadap Town,Karachi,3,2613.61,6,2019,7
4537,House,12500000,Medium,Gadap Town,Karachi,2,2178.01,3,2019,7
4538,House,30000000,High,Gadap Town,Karachi,3,4356.02,6,2019,7
4539,House,27000000,High,Gadap Town,Karachi,3,2613.61,6,2019,7
4540,Flat,12000000,High,Gadap Town,Karachi,2,2123.56,3,2019,7
4541,Flat,32500000,Very High,Clifton,Karachi,3,2069.11,3,2019,7
4542,Flat,17000000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
4543,Flat,1500000,Low,Gulistan-e-Jauhar,Karachi,1,490.05,1,2019,7
4544,Flat,14000000,Very High,DHA Defence,Karachi,2,1170.68,2,2019,7
4545,Flat,13500000,Very High,DHA Defence,Karachi,3,1388.48,3,2019,7
4546,Flat,8200000,High,DHA Defence,Karachi,2,1334.03,3,2019,7
4547,Flat,7000000,Medium,DHA Defence,Karachi,2,1197.9,2,2019,7
4548,Flat,9000000,High,DHA Defence,Karachi,3,1334.03,3,2019,7
4549,Flat,16500000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
4550,Flat,38000000,Very High,DHA Defence,Karachi,2,2668.06,3,2019,7
4552,Flat,6000000,Medium,DHA Defence,Karachi,2,1197.9,2,2019,7
4553,Flat,11500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
4554,Flat,9000000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
4556,Flat,13000000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
4557,Flat,37500000,Very High,Clifton,Karachi,3,2069.11,3,2019,7
4558,Flat,3600000,Low,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
4560,House,47000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
4561,House,15000000,Medium,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
4562,House,18000000,High,Gulshan-e-Iqbal Town,Karachi,4,1306.8,4,2019,7
4563,House,37500000,Very High,Gulshan-e-Iqbal Town,Karachi,8,2613.61,8,2019,7
4564,House,35000000,Very High,Scheme 33,Karachi,6,4356.02,6,2019,7
4567,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
4568,Flat,11500000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
4569,Flat,9500000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
4570,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
4571,Flat,9800000,High,Gulshan-e-Iqbal Town,Karachi,3,1579.06,3,2019,7
4572,House,7500000,Low,Korangi,Karachi,3,1306.8,4,2019,7
4574,Flat,17500000,Very High,Clifton,Karachi,4,2423.03,4,2019,7
4575,Flat,17500000,Very High,Clifton,Karachi,3,1878.53,3,2019,7
4616,Flat,9000000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
4618,Flat,10000000,High,DHA Defence,Karachi,3,1334.03,3,2019,7
4619,Flat,11000000,High,DHA Defence,Karachi,2,1442.93,2,2019,7
4620,Flat,11500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
4622,Flat,13800000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1932.98,3,2019,7
4623,House,85000000,Very High,Gulshan-e-Iqbal Town,Karachi,7,5445.02,7,2019,7
4624,Flat,8500000,High,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
4625,Flat,13500000,Very High,Clifton,Karachi,3,2395.81,3,2019,7
4626,Flat,11000000,High,Clifton,Karachi,2,1089.0,2,2019,7
4627,Flat,21500000,Very High,Clifton,Karachi,3,1932.98,3,2019,7
4628,Flat,37000000,Very High,Clifton,Karachi,3,2531.93,3,2019,7
4629,Flat,11000000,High,DHA Defence,Karachi,3,1334.03,3,2019,7
4630,Flat,4800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
4631,House,13500000,Medium,North Karachi,Karachi,3,1306.8,2,2019,7
4632,Flat,5600000,Medium,DHA Defence,Karachi,2,653.4,2,2019,7
4634,House,15000000,Medium,Gadap Town,Karachi,2,2178.01,3,2019,7
4635,Flat,3000000,Low,Scheme 33,Karachi,1,653.4,1,2019,7
4637,House,4500000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4638,House,5000000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4639,House,3800000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4640,House,3800000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4641,House,4800000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4642,House,4800000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4643,House,5200000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4644,House,5000000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4645,House,6500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4646,House,6500000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
4647,House,4700000,Low,Gadap Town,Karachi,2,925.65,2,2019,7
4648,House,5000000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4649,House,4200000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4651,House,2700000,Low,Gadap Town,Karachi,2,707.85,2,2019,7
4652,Flat,4800000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
4653,Flat,25000000,Very High,Clifton,Karachi,3,2423.03,3,2019,7
4654,House,57500000,Very High,DHA Defence,Karachi,4,2178.01,4,2019,7
4655,Flat,7500000,Medium,North Nazimabad,Karachi,2,1143.45,2,2019,7
4656,Flat,3800000,Low,Federal B Area,Karachi,1,871.2,2,2019,7
4658,House,18000000,High,Scheme 33,Karachi,5,1306.8,4,2019,7
4659,Flat,62500000,Very High,Clifton,Karachi,5,3185.34,4,2019,7
4660,Flat,60000000,Very High,Clifton,Karachi,4,2967.54,3,2019,7
4661,House,18000000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
4662,House,18000000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
4677,Flat,6000000,Medium,DHA Defence,Karachi,2,653.4,2,2019,7
4678,House,42000000,Very High,Korangi,Karachi,4,2613.61,7,2019,7
4679,Flat,11700000,High,DHA Defence,Karachi,2,1279.58,4,2019,7
4680,House,39000000,Very High,DHA Defence,Karachi,3,1089.0,3,2019,7
4681,Flat,18000000,Very High,DHA Defence,Karachi,3,1524.61,3,2019,7
4682,House,250000000,Very High,DHA Defence,Karachi,5,10890.04,5,2019,7
4683,House,330000000,Very High,DHA Defence,Karachi,3,10890.04,6,2019,7
4684,House,330000000,Very High,DHA Defence,Karachi,3,10890.04,6,2019,7
4685,House,160000000,Very High,DHA Defence,Karachi,2,5445.02,6,2019,7
4686,House,35000000,Very High,North Nazimabad,Karachi,2,2531.93,2,2019,7
4687,Flat,22500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2286.91,4,2019,7
4688,Flat,2350000,Low,North Nazimabad,Karachi,2,680.63,2,2019,7
4689,House,21500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
4690,House,65000000,Very High,Gulshan-e-Iqbal Town,Karachi,5,7078.53,5,2019,7
4691,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4692,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4693,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4694,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4695,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4696,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4697,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4698,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4699,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4700,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4701,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4702,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4703,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4704,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4705,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4706,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4707,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4708,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4709,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4710,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4711,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4712,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4713,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4714,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4715,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4716,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4717,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4718,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4719,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4720,Flat,6000000,Medium,Scheme 33,Karachi,2,1197.9,2,2019,7
4721,Flat,11500000,High,North Nazimabad,Karachi,2,1334.03,2,2019,7
4722,House,52500000,Very High,KDA Scheme 1,Karachi,4,2967.54,4,2019,7
4723,Flat,17500000,Very High,Gulistan-e-Jauhar,Karachi,3,2531.93,3,2019,7
4724,House,49500000,Very High,DHA Defence,Karachi,5,2831.41,3,2019,7
4725,Flat,10500000,High,Gulistan-e-Jauhar,Karachi,3,1306.8,3,2019,7
4726,House,32000000,High,Gulistan-e-Jauhar,Karachi,4,2613.61,5,2019,7
4727,Flat,9000000,High,North Nazimabad,Karachi,3,1361.25,3,2019,7
4729,House,92500000,Very High,North Nazimabad,Karachi,8,5989.52,8,2019,7
4730,House,15000000,Medium,Gadap Town,Karachi,2,2613.61,2,2019,7
4733,House,85000000,Very High,DHA Defence,Karachi,4,5445.02,4,2019,7
4734,Flat,36500000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2668.06,4,2019,7
4735,House,155000000,Very High,DHA Defence,Karachi,8,5445.02,6,2019,7
4736,House,37000000,Very High,Gulistan-e-Jauhar,Karachi,6,2178.01,6,2019,7
4737,Flat,4200000,Low,Gulshan-e-Iqbal Town,Karachi,2,653.4,2,2019,7
4738,Flat,11500000,High,DHA Defence,Karachi,3,1524.61,3,2019,7
4739,Flat,11000000,High,DHA Defence,Karachi,3,1524.61,3,2019,7
4740,House,30000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
4741,House,20000000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
4743,Flat,15000000,Very High,Gulshan-e-Iqbal Town,Karachi,2,1334.03,2,2019,7
4744,House,8500000,Low,Scheme 33,Karachi,2,1170.68,2,2019,7
4745,House,13000000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
4746,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
4747,House,14500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4748,House,11000000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
4749,House,8000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4750,House,18000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
4751,House,18000000,High,North Nazimabad,Karachi,4,1306.8,4,2019,7
4752,House,15000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4753,House,7900000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4754,House,7700000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4755,House,8000000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4756,House,10200000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
4757,House,12100000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
4758,House,11100000,Medium,Gadap Town,Karachi,3,1742.41,3,2019,7
4759,House,51000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
4760,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,1579.06,3,2019,7
4761,Flat,6500000,Medium,Clifton,Karachi,2,789.53,2,2019,7
4763,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,2,1442.93,2,2019,7
4764,House,50000000,Very High,DHA Defence,Karachi,4,5445.02,3,2019,7
4765,Flat,8000000,High,Scheme 33,Karachi,2,1197.9,2,2019,7
4766,Flat,12500000,High,North Nazimabad,Karachi,2,1334.03,2,2019,7
4767,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,2613.61,6,2019,7
4813,House,22000000,High,Gulistan-e-Jauhar,Karachi,6,2178.01,6,2019,7
4814,House,12000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4815,House,16000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4816,House,22000000,High,North Karachi,Karachi,4,1306.8,4,2019,7
4817,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,3,1442.93,3,2019,7
4818,House,12500000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
4819,House,6000000,Low,Gadap Town,Karachi,3,925.65,3,2019,7
4820,House,11000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
4821,House,12500000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4824,House,13000000,Medium,North Karachi,Karachi,2,1306.8,2,2019,7
4826,House,13000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4827,House,13200000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4829,House,12000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4830,House,16000000,Medium,North Karachi,Karachi,4,1306.8,4,2019,7
4831,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,4,3267.01,4,2019,7
4832,Flat,47500000,Very High,Clifton,Karachi,4,2069.11,3,2019,7
4834,House,7500000,Low,Gadap Town,Karachi,2,1306.8,2,2019,7
4835,Flat,8500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
4836,House,65000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,5308.89,5,2019,7
4837,House,250000000,Very High,DHA Defence,Karachi,6,10890.04,5,2019,7
4838,Flat,26000000,Very High,DHA Defence,Karachi,4,2423.03,3,2019,7
4839,Flat,7500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1279.58,2,2019,7
4840,Flat,13500000,Very High,DHA Defence,Karachi,2,1143.45,2,2019,7
4841,House,112500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
4843,House,150000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
4845,House,110000000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
4846,Flat,12000000,High,Gulshan-e-Iqbal Town,Karachi,2,1524.61,3,2019,7
4847,House,280000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
4848,House,260000000,Very High,DHA Defence,Karachi,7,10890.04,6,2019,7
4849,Flat,26000000,Very High,Gulshan-e-Iqbal Town,Karachi,5,2178.01,4,2019,7
4850,Flat,5500000,Medium,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4851,House,40000000,Very High,Scheme 33,Karachi,7,4356.02,6,2019,7
4852,House,250000000,Very High,DHA Defence,Karachi,7,13068.05,6,2019,7
4854,Flat,8000000,High,Gulshan-e-Iqbal Town,Karachi,2,1524.61,3,2019,7
4855,House,195000000,Very High,DHA Defence,Karachi,7,6534.02,6,2019,7
4857,House,78500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
4859,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1633.51,3,2019,7
4860,Flat,9500000,High,North Nazimabad,Karachi,2,1197.9,2,2019,7
4861,Flat,17000000,Very High,DHA Defence,Karachi,3,1442.93,3,2019,7
4862,Flat,9500000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
4863,Flat,31000000,Very High,Clifton,Karachi,5,2531.93,3,2019,7
4864,Flat,8500000,High,DHA Defence,Karachi,3,1388.48,3,2019,7
4865,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4866,Flat,9000000,High,DHA Defence,Karachi,3,1633.51,3,2019,7
4867,Flat,5200000,Medium,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
4868,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1524.61,3,2019,7
4869,Flat,15000000,Very High,DHA Defence,Karachi,3,2668.06,3,2019,7
4870,House,37500000,Very High,Gulshan-e-Iqbal Town,Karachi,5,2613.61,5,2019,7
4871,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1143.45,2,2019,7
4872,Flat,6500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
4873,Flat,27500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2069.11,3,2019,7
4874,Flat,7500000,Medium,Gulistan-e-Jauhar,Karachi,2,1143.45,2,2019,7
4875,Flat,6000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,898.43,2,2019,7
4876,House,83000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
4877,Flat,68500000,Very High,DHA Defence,Karachi,4,3865.96,3,2019,7
4878,Flat,5000000,Medium,Gulshan-e-Iqbal Town,Karachi,2,843.98,2,2019,7
4879,Flat,7000000,Medium,Gulistan-e-Jauhar,Karachi,2,1089.0,2,2019,7
4880,Flat,52000000,Very High,Clifton,Karachi,5,2913.09,4,2019,7
4881,House,72500000,Very High,North Nazimabad,Karachi,10,5445.02,10,2019,7
4882,House,40000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,2668.06,4,2019,7
4883,Flat,7000000,Medium,North Nazimabad,Karachi,2,843.98,2,2019,7
4884,House,27500000,High,North Nazimabad,Karachi,2,2178.01,2,2019,7
4885,Flat,6000000,Medium,DHA Defence,Karachi,2,843.98,2,2019,7
4886,Flat,14000000,Very High,North Nazimabad,Karachi,3,1633.51,3,2019,7
4887,Flat,6500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,1197.9,2,2019,7
4889,Flat,10500000,High,DHA Defence,Karachi,3,1197.9,2,2019,7
4890,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
4891,House,55000000,Very High,Gulshan-e-Iqbal Town,Karachi,9,4356.02,8,2019,7
4892,Flat,4500000,Low,North Nazimabad,Karachi,2,980.1,2,2019,7
4893,Flat,9000000,High,DHA Defence,Karachi,2,1442.93,2,2019,7
4894,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
