,property_type,price,price_bin,location,city,baths,area_sqft,bedrooms,year,month
7951,House,160000000,Very High,DHA Defence,Karachi,3,5445.02,5,2019,7
7953,House,320000000,Very High,DHA Defence,Karachi,4,10890.04,6,2019,7
7954,House,220000000,Very High,DHA Defence,Karachi,4,7078.53,6,2019,7
7955,House,65000000,Very High,DHA Defence,Karachi,3,3267.01,4,2019,7
7956,House,67500000,Very High,DHA Defence,Karachi,3,3267.01,4,2019,7
7957,House,90000000,Very High,DHA Defence,Karachi,3,3267.01,5,2019,7
7958,House,87500000,Very High,DHA Defence,Karachi,3,3267.01,5,2019,7
7959,House,80000000,Very High,DHA Defence,Karachi,4,3267.01,6,2019,7
7960,House,160000000,Very High,DHA Defence,Karachi,4,5445.02,6,2019,7
7962,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1742.41,3,2019,7
8021,Flat,6500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
8022,House,23500000,High,Scheme 33,Karachi,7,2613.61,6,2019,7
8023,Flat,10000000,High,DHA Defence,Karachi,2,1116.23,2,2019,7
8024,Flat,9000000,High,DHA Defence,Karachi,2,1116.23,2,2019,7
8025,House,37300000,Very High,DHA Defence,Karachi,2,1306.8,3,2019,7
8027,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,3,4356.02,3,2019,7
8028,House,40000000,Very High,Gulistan-e-Jauhar,Karachi,3,2668.06,3,2019,7
8029,House,49000000,Very High,Gulistan-e-Jauhar,Karachi,3,4356.02,3,2019,7
8030,Flat,12000000,High,North Nazimabad,Karachi,3,1824.08,3,2019,7
8031,House,80000000,Very High,Clifton,Karachi,4,2831.41,4,2019,7
8032,Flat,30000000,Very High,Gulshan-e-Iqbal Town,Karachi,4,4356.02,4,2019,7
8033,House,16000000,Medium,Scheme 33,Karachi,4,1306.8,4,2019,7
8034,Flat,37500000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
8035,House,160000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
8036,House,105000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8037,House,40000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,2613.61,3,2019,7
8038,Flat,13500000,Very High,Clifton,Karachi,3,1824.08,3,2019,7
8039,Flat,14000000,Very High,Clifton,Karachi,3,1878.53,3,2019,7
8040,Flat,15000000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
8041,Flat,17500000,Very High,Clifton,Karachi,3,1987.43,3,2019,7
8042,Flat,17000000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
8043,Flat,22500000,Very High,Clifton,Karachi,3,1442.93,3,2019,7
8044,Flat,18000000,Very High,DHA Defence,Karachi,3,2123.56,3,2019,7
8045,Flat,11500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
8046,Flat,4500000,Low,Gulshan-e-Iqbal Town,Karachi,2,1034.55,2,2019,7
8047,House,39000000,Very High,Gulistan-e-Jauhar,Karachi,3,3267.01,3,2019,7
8049,House,37500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,4356.02,3,2019,7
8050,House,45000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,3267.01,3,2019,7
8051,House,13000000,Medium,Scheme 33,Karachi,5,1306.8,4,2019,7
8052,Flat,12000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
8053,House,16000000,Medium,Gulistan-e-Jauhar,Karachi,3,2613.61,3,2019,7
8054,House,130000000,Very High,DHA Defence,Karachi,6,5989.52,6,2019,7
8055,House,18000000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
8056,House,45000000,Very High,Korangi,Karachi,4,4356.02,4,2019,7
8057,House,280000000,Very High,DHA Defence,Karachi,4,11979.04,6,2019,7
8058,House,280000000,Very High,DHA Defence,Karachi,4,10890.04,6,2019,7
8060,House,150000000,Very High,DHA Defence,Karachi,3,10890.04,6,2019,7
8062,House,90000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8129,House,18000000,High,Gulistan-e-Jauhar,Karachi,4,1306.8,4,2019,7
8131,Flat,14000000,Very High,DHA Defence,Karachi,2,1197.9,2,2019,7
8134,House,105000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
8135,House,75000000,Very High,DHA Defence,Karachi,6,3267.01,6,2019,7
8136,Flat,14500000,Very High,DHA Defence,Karachi,3,1687.96,3,2019,7
8137,Flat,15500000,Very High,DHA Defence,Karachi,3,2423.03,3,2019,7
8138,Flat,14000000,Very High,DHA Defence,Karachi,2,1197.9,2,2019,7
8139,House,67500000,Very High,DHA Defence,Karachi,4,5445.02,3,2019,7
8140,House,107500000,Very High,DHA Defence,Karachi,6,5445.02,5,2019,7
8141,Flat,38000000,Very High,Clifton,Karachi,3,3158.11,3,2019,7
8142,House,23500000,High,Gulshan-e-Iqbal Town,Karachi,2,1306.8,2,2019,7
8143,House,42000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,4356.02,3,2019,7
8144,House,26000000,High,Gulshan-e-Iqbal Town,Karachi,2,1306.8,2,2019,7
8145,House,40000000,Very High,Gulistan-e-Jauhar,Karachi,3,2613.61,3,2019,7
8146,House,35000000,Very High,DHA Defence,Karachi,4,1089.0,3,2019,7
8147,House,32500000,High,Scheme 33,Karachi,6,3267.01,6,2019,7
8148,House,110000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
8149,House,42500000,Very High,Scheme 33,Karachi,3,4356.02,3,2019,7
8150,House,135000000,Very High,DHA Defence,Karachi,6,5445.02,6,2019,7
8151,House,280000000,Very High,DHA Defence,Karachi,6,10890.04,6,2019,7
8152,House,35000000,Very High,DHA Defence,Karachi,4,1089.0,3,2019,7
8153,Flat,22500000,Very High,DHA Defence,Karachi,3,1932.98,3,2019,7
8154,Flat,11500000,High,Clifton,Karachi,3,1824.08,3,2019,7
8157,House,25500000,High,Scheme 33,Karachi,7,2613.61,6,2019,7
8158,Flat,40000000,Very High,DHA Defence,Karachi,3,3321.46,3,2019,7
8160,Flat,20000000,Very High,DHA Defence,Karachi,4,2123.56,3,2019,7
8161,Flat,7500000,Medium,North Nazimabad,Karachi,2,1279.58,2,2019,7
8162,Flat,4500000,Low,Gulistan-e-Jauhar,Karachi,2,898.43,2,2019,7
8163,House,46000000,Very High,North Nazimabad,Karachi,4,4356.02,4,2019,7
8164,Flat,11000000,High,North Nazimabad,Karachi,3,1633.51,3,2019,7
8170,Flat,11000000,High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
8171,Flat,7500000,Medium,North Nazimabad,Karachi,3,1334.03,3,2019,7
8189,House,120000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
8202,Flat,9000000,High,North Nazimabad,Karachi,3,1769.63,3,2019,7
8203,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1633.51,3,2019,7
8204,House,16000000,Medium,Gadap Town,Karachi,3,2178.01,3,2019,7
8205,House,16000000,Medium,Gadap Town,Karachi,3,2613.61,3,2019,7
8206,House,20000000,High,Gadap Town,Karachi,2,4356.02,2,2019,7
8234,House,47500000,Very High,DHA Defence,Karachi,5,1633.51,5,2019,7
8261,House,6500000,Low,Gadap Town,Karachi,1,1306.8,1,2019,7
8262,Flat,4000000,Low,Gulistan-e-Jauhar,Karachi,2,1089.0,2,2019,7
8264,Flat,13500000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1687.96,3,2019,7
8265,Flat,32500000,Very High,Clifton,Karachi,4,2178.01,3,2019,7
8266,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
8267,House,28500000,High,Gulistan-e-Jauhar,Karachi,4,2178.01,4,2019,7
8268,Flat,34000000,Very High,Clifton,Karachi,5,3158.11,4,2019,7
8269,Flat,8500000,High,Gulshan-e-Iqbal Town,Karachi,3,1361.25,3,2019,7
8270,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,3,1442.93,3,2019,7
8271,House,150000000,Very High,Clifton,Karachi,5,6534.02,4,2019,7
8273,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
8275,House,15500000,Medium,Gadap Town,Karachi,2,4356.02,2,2019,7
8276,Flat,14000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
8277,Flat,14000000,Very High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
8278,Flat,12500000,High,Gulshan-e-Iqbal Town,Karachi,3,1824.08,3,2019,7
8279,Flat,7000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
8280,Flat,6500000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
8281,Flat,5000000,Medium,DHA Defence,Karachi,2,1089.0,2,2019,7
8283,Flat,13000000,High,DHA Defence,Karachi,3,1442.93,3,2019,7
8284,Flat,16000000,Very High,DHA Defence,Karachi,3,2178.01,3,2019,7
8285,Flat,9000000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
8286,Flat,9000000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
8287,Flat,9500000,High,DHA Defence,Karachi,3,1361.25,3,2019,7
8292,Flat,5200000,Medium,Scheme 33,Karachi,2,843.98,2,2019,7
8293,Flat,5500000,Medium,Gulshan-e-Iqbal Town,Karachi,2,980.1,2,2019,7
8294,Flat,9500000,High,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
8295,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
8297,Flat,10500000,High,DHA Defence,Karachi,3,1415.71,3,2019,7
8298,Flat,9500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
8299,Flat,9500000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
8300,Flat,8000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
8309,House,6000000,Low,Scheme 33,Karachi,2,1306.8,2,2019,7
8310,House,24000000,High,Scheme 33,Karachi,3,1524.61,4,2019,7
8311,House,22500000,High,Scheme 33,Karachi,3,2613.61,6,2019,7
8312,House,14500000,Medium,Scheme 33,Karachi,2,1306.8,4,2019,7
8313,Flat,15500000,Very High,Gulistan-e-Jauhar,Karachi,3,1742.41,3,2019,7
8314,House,42500000,Very High,Gulistan-e-Jauhar,Karachi,8,3267.01,7,2019,7
8315,Flat,8000000,High,Gulistan-e-Jauhar,Karachi,2,1197.9,2,2019,7
8316,House,29900000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8317,House,29800000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8318,House,29700000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8319,House,29600000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8320,House,29500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8321,House,18500000,High,North Karachi,Karachi,4,1306.8,4,2019,7
8322,House,29400000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8323,House,29300000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8324,House,29200000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8325,House,29100000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8327,House,28500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8328,House,28800000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8329,House,26800000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8330,House,26600000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8331,House,26500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8332,House,26400000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8333,House,26300000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8334,House,28700000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8335,House,26200000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8336,House,27000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8337,House,26100000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8338,House,27800000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8339,House,27900000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8340,House,27200000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8341,House,25700000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8342,House,25600000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8343,House,25800000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8344,House,25500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8345,House,26000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8346,House,25900000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8347,House,25300000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8348,House,25400000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8349,House,27300000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8350,House,25200000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8351,House,25100000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8352,House,27700000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8353,House,27400000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8354,House,27600000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8355,House,28600000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8356,House,25000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8357,House,27500000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8358,House,28400000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8359,House,26700000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8360,House,28000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8361,House,26900000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8362,House,27100000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8363,House,28300000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8364,House,28200000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8365,House,28100000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8366,House,29000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8367,House,28900000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8368,House,59000000,Very High,Gulistan-e-Jauhar,Karachi,6,4356.02,6,2019,7
8369,House,32500000,High,Gulistan-e-Jauhar,Karachi,5,2178.01,5,2019,7
8370,House,85000000,Very High,Clifton,Karachi,3,10890.04,4,2019,7
8371,House,25000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8372,House,7800000,Low,Gadap Town,Karachi,2,1306.8,4,2019,7
8373,House,27000000,High,Scheme 33,Karachi,7,2613.61,6,2019,7
8374,House,9700000,Medium,Gadap Town,Karachi,3,1742.41,4,2019,7
8375,House,20000000,High,Scheme 33,Karachi,4,1306.8,4,2019,7
8377,House,45000000,Very High,Gulistan-e-Jauhar,Karachi,3,4356.02,6,2019,7
8378,House,35000000,Very High,Gulistan-e-Jauhar,Karachi,3,3267.01,6,2019,7
8379,House,55000000,Very High,Gulistan-e-Jauhar,Karachi,4,4356.02,8,2019,7
8380,House,42500000,Very High,Gulistan-e-Jauhar,Karachi,3,3267.01,6,2019,7
8381,House,50000000,Very High,Gulistan-e-Jauhar,Karachi,3,4356.02,6,2019,7
8382,House,42500000,Very High,Gulistan-e-Jauhar,Karachi,2,5445.02,4,2019,7
8383,House,32500000,High,Gulistan-e-Jauhar,Karachi,3,2613.61,6,2019,7
8385,Flat,12500000,High,Gulistan-e-Jauhar,Karachi,3,1824.08,3,2019,7
8386,Flat,6500000,Medium,Gulistan-e-Jauhar,Karachi,2,1279.58,2,2019,7
8387,House,17000000,High,Scheme 33,Karachi,5,1306.8,4,2019,7
8388,Flat,12000000,High,DHA Defence,Karachi,2,1143.45,2,2019,7
8389,Flat,2100000,Low,Gadap Town,Karachi,1,544.5,1,2019,7
8390,Flat,2100000,Low,Gadap Town,Karachi,1,544.5,1,2019,7
8391,Flat,2100000,Low,Gadap Town,Karachi,1,544.5,1,2019,7
8392,Flat,2100000,Low,Gadap Town,Karachi,1,544.5,1,2019,7
8393,Flat,2100000,Low,Gadap Town,Karachi,1,544.5,1,2019,7
8394,Flat,2800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
8395,Flat,2800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
8396,Flat,2800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
8397,Flat,2800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
8401,Flat,2800000,Low,Gadap Town,Karachi,2,898.43,2,2019,7
8402,Flat,4300000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8403,Flat,4300000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8404,Flat,4300000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8405,Flat,4300000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8406,Flat,4300000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8407,Flat,4500000,Low,Gadap Town,Karachi,2,1089.0,2,2019,7
8408,House,27000000,High,Scheme 33,Karachi,6,2613.61,6,2019,7
8409,House,85000000,Very High,DHA Defence,Karachi,3,5989.52,4,2019,7
8410,House,180000000,Very High,DHA Defence,Karachi,3,10890.04,5,2019,7
8411,House,110000000,Very High,DHA Defence,Karachi,3,5445.02,5,2019,7
8412,House,85000000,Very High,DHA Defence,Karachi,3,5445.02,5,2019,7
8413,House,85000000,Very High,DHA Defence,Karachi,3,5445.02,3,2019,7
8414,House,85000000,Very High,DHA Defence,Karachi,3,5445.02,4,2019,7
8415,House,90000000,Very High,DHA Defence,Karachi,3,6534.02,4,2019,7
8416,House,85000000,Very High,DHA Defence,Karachi,3,4356.02,4,2019,7
8417,House,23000000,High,Gadap Town,Karachi,6,3130.89,6,2019,7
8418,House,120000000,Very High,Gulshan-e-Iqbal Town,Karachi,6,8167.53,6,2019,7
8420,House,70000000,Very High,DHA Defence,Karachi,6,3267.01,6,2019,7
8421,Flat,13000000,High,DHA Defence,Karachi,3,1687.96,3,2019,7
8422,House,140000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8423,House,120000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8424,House,120000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8425,House,35000000,Very High,DHA Defence,Karachi,3,1089.0,3,2019,7
8427,House,36000000,Very High,DHA Defence,Karachi,3,1089.0,3,2019,7
8429,Flat,8500000,High,DHA Defence,Karachi,2,1197.9,2,2019,7
8430,Flat,9200000,High,Gulistan-e-Jauhar,Karachi,4,1579.06,3,2019,7
8432,House,115000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8433,House,92500000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8434,House,94000000,Very High,DHA Defence,Karachi,4,5445.02,4,2019,7
8435,House,90000000,Very High,DHA Defence,Karachi,5,5445.02,5,2019,7
8436,Flat,24000000,Very High,DHA Defence,Karachi,3,2069.11,3,2019,7
8437,Flat,33500000,Very High,Clifton,Karachi,3,2178.01,3,2019,7
8438,House,140000000,Very High,DHA Defence,Karachi,7,5445.02,6,2019,7
8439,House,50000000,Very High,Gulistan-e-Jauhar,Karachi,3,4356.02,3,2019,7
8440,Flat,4000000,Low,DHA Defence,Karachi,2,544.5,1,2019,7
8441,House,97000000,Very High,DHA Defence,Karachi,2,3267.01,4,2019,7
8442,House,97500000,Very High,DHA Defence,Karachi,3,5445.02,6,2019,7
8443,Flat,11000000,High,DHA Defence,Karachi,2,1089.0,2,2019,7
